id,hotelId,name,image,rating,url,category,location,createdAt,updatedAt
1169,NULL,"Agriturismo Il Colle degli Ulivi",https://s3-media1.fl.yelpcdn.com/bphoto/SYPdA-bkRch64mPR_QI0Iw/o.jpg,4,https://www.yelp.com/biz/agriturismo-il-colle-degli-ulivi-mirto-crosia?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1170,NULL,"Acquapark Odissea 2000",https://s3-media4.fl.yelpcdn.com/bphoto/joaSaEW7lk8dcjK3LwxQzQ/o.jpg,5,https://www.yelp.com/biz/acquapark-odissea-2000-rossano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1171,NULL,Bagamoyo,,4,https://www.yelp.com/biz/bagamoyo-cassano-allo-ionio?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1172,NULL,"Hotel Camping Cecita Sul Lago",https://s3-media2.fl.yelpcdn.com/bphoto/dzDP84LTQrWJCqiqToQEXA/o.jpg,3,https://www.yelp.com/biz/hotel-camping-cecita-sul-lago-longobucco?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Italian,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1173,NULL,"Duchessa della Sila",,4,https://www.yelp.com/biz/duchessa-della-sila-san-giovanni-in-fiore?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1174,NULL,"Poseidon Corigliano Calabro",,4,https://www.yelp.com/biz/poseidon-corigliano-calabro-corigliano-calabro?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1175,NULL,"Hotel Virginia",https://s3-media1.fl.yelpcdn.com/bphoto/72mLaTgKOcG8tLNgy9lOsg/o.jpg,3,https://www.yelp.com/biz/hotel-virginia-casole-bruzio?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1176,NULL,"Agriturismo Cozzo di Simari",,5,https://www.yelp.com/biz/agriturismo-cozzo-di-simari-cosenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1177,NULL,"Relais Il Mulino",https://s3-media1.fl.yelpcdn.com/bphoto/LHML-YXcl-CvCK7Cr84VZQ/o.jpg,5,https://www.yelp.com/biz/relais-il-mulino-corigliano-calabro?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Agriturismi,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1178,NULL,"BV President Hotel",,4,https://www.yelp.com/biz/bv-president-hotel-quattromiglia?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1179,NULL,"Nuovo Hotel Excelsior",,2,https://www.yelp.com/biz/nuovo-hotel-excelsior-cosenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1180,NULL,"Hotel Grisaro",https://s3-media3.fl.yelpcdn.com/bphoto/Xnp63WT-yXSeqhg5yMoemA/o.jpg,2,https://www.yelp.com/biz/hotel-grisaro-cosenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1181,NULL,"Nonna Caterina",,5,https://www.yelp.com/biz/nonna-caterina-francavilla-marittima?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Agriturismi,Corigliano-Rossano,"2020-12-17 04:50:02","2020-12-17 04:50:02"
1182,NULL,"Grand Hotel Santa Lucia",https://s3-media3.fl.yelpcdn.com/bphoto/wcHH-aZ5GxL4buxPGKfmyg/o.jpg,5,https://www.yelp.com/biz/grand-hotel-santa-lucia-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1183,NULL,"Millennium Gold",,4,https://www.yelp.com/biz/millennium-gold-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1184,NULL,"Hotel Piazza Bellini",https://s3-media2.fl.yelpcdn.com/bphoto/_lnfXqCUbYw-1l6xZCihuA/o.jpg,5,https://www.yelp.com/biz/hotel-piazza-bellini-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1185,NULL,"Hotel Europa",https://s3-media2.fl.yelpcdn.com/bphoto/8V22i5jhCsck_yno7VSavw/o.jpg,4,https://www.yelp.com/biz/hotel-europa-arzano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1186,NULL,"Fly Boutique Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/5QMOHi7qtICOmbuXUcRDBw/o.jpg,5,https://www.yelp.com/biz/fly-boutique-hotel-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1187,NULL,"MGallery Palazzo Caracciolo",https://s3-media1.fl.yelpcdn.com/bphoto/lA3kw5wtf2rrDqe8w1pmkQ/o.jpg,4,https://www.yelp.com/biz/mgallery-palazzo-caracciolo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1188,NULL,"Hotel Neapolis",https://s3-media1.fl.yelpcdn.com/bphoto/pe063KAFw0C7nBXN5Xm5TQ/o.jpg,5,https://www.yelp.com/biz/hotel-neapolis-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1189,NULL,"La Ciliegina",https://s3-media1.fl.yelpcdn.com/bphoto/UoyJ9I2_sa0zr0Je3IZysA/o.jpg,5,https://www.yelp.com/biz/la-ciliegina-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1190,NULL,"Romeo Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/UrFZgymWhyIjzWr63Z-_1g/o.jpg,4,https://www.yelp.com/biz/romeo-hotel-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1191,NULL,"La Terrazza Excelsior",https://s3-media3.fl.yelpcdn.com/bphoto/VeBokNEjO2VJ7x5spX3h2A/o.jpg,4,https://www.yelp.com/biz/la-terrazza-excelsior-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1192,NULL,"Holiday Inn Naples",https://s3-media3.fl.yelpcdn.com/bphoto/be3EluCg4TiNOynM7nF1KQ/o.jpg,3,https://www.yelp.com/biz/holiday-inn-naples-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1193,NULL,"Hotel San Francesco al Monte",https://s3-media3.fl.yelpcdn.com/bphoto/w_E0Yi5hWATdghIgCYEEtQ/o.jpg,4,https://www.yelp.com/biz/hotel-san-francesco-al-monte-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1194,NULL,"Grand Hotel Vesuvio",https://s3-media3.fl.yelpcdn.com/bphoto/5ya9iOujnkPWEGtDe1CWkw/o.jpg,4,https://www.yelp.com/biz/grand-hotel-vesuvio-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1195,NULL,"Amalfi Coast day tours",https://s3-media2.fl.yelpcdn.com/bphoto/lnXenas2YLoN-8FTbqq0ew/o.jpg,5,https://www.yelp.com/biz/amalfi-coast-day-tours-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Limos,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1196,NULL,"Starhotels Terminus",https://s3-media2.fl.yelpcdn.com/bphoto/EEXuOmPHltI2rm3nYI43EQ/o.jpg,4,https://www.yelp.com/biz/starhotels-terminus-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1197,NULL,"Hotel San Pietro",https://s3-media3.fl.yelpcdn.com/bphoto/CDCtEwIpWL1IBgXkAyaGhA/o.jpg,5,https://www.yelp.com/biz/hotel-san-pietro-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1198,NULL,"Una Hotel Napoli",https://s3-media1.fl.yelpcdn.com/bphoto/wbCKMAZa3USSUG8dpX50hQ/o.jpg,4,https://www.yelp.com/biz/una-hotel-napoli-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1199,NULL,"Hotel Principe Napolit'amo",https://s3-media1.fl.yelpcdn.com/bphoto/cTSfJvAJx25TT06zCn8A0g/o.jpg,5,https://www.yelp.com/biz/hotel-principe-napolitamo-napoli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1200,NULL,"Hotel Leonessa",https://s3-media3.fl.yelpcdn.com/bphoto/x0M88Zx6xlCy1xquW15SNQ/o.jpg,5,https://www.yelp.com/biz/hotel-leonessa-volla?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Venues & Event Spaces",Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1201,NULL,"P C Boutique H",https://s3-media3.fl.yelpcdn.com/bphoto/CAwsmz5xPE9KSAxSRGmBOQ/o.jpg,5,https://www.yelp.com/biz/p-c-boutique-h-napoli-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Casoria,"2020-12-17 04:50:03","2020-12-17 04:50:03"
1202,NULL,"Hotel Z",https://s3-media2.fl.yelpcdn.com/bphoto/8UzqBcuv_1FBSaDNA_hnLA/o.jpg,5,https://www.yelp.com/biz/hotel-z-a-piece-of-pineapple-hospitality-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1203,NULL,"Hotel Indigo San Diego-Gaslamp Quarter",https://s3-media3.fl.yelpcdn.com/bphoto/SJ6h27_8tBaQEGlYqPJ2rQ/o.jpg,4,https://www.yelp.com/biz/hotel-indigo-san-diego-gaslamp-quarter-san-diego-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1204,NULL,"Marriott Marquis San Diego Marina",https://s3-media3.fl.yelpcdn.com/bphoto/G5pzdmIP4z8ZJEZsSzJqBA/o.jpg,4,https://www.yelp.com/biz/marriott-marquis-san-diego-marina-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1205,NULL,"The Sofia Hotel",https://s3-media2.fl.yelpcdn.com/bphoto/t2jQ3-bnuT0eEiTfijodTw/o.jpg,4,https://www.yelp.com/biz/the-sofia-hotel-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1206,NULL,"Moxy Hotel San Diego",https://s3-media2.fl.yelpcdn.com/bphoto/27jBrm_9lOqN9Owy3L42_Q/o.jpg,5,https://www.yelp.com/biz/moxy-hotel-san-diego-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1207,NULL,"Andaz San Diego",https://s3-media2.fl.yelpcdn.com/bphoto/uFyZlO3PofpqDBRccOYXlg/o.jpg,4,https://www.yelp.com/biz/andaz-san-diego-san-diego-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1208,NULL,"Courtyard by Marriott San Diego Downtown",https://s3-media2.fl.yelpcdn.com/bphoto/bsn-7pQJO7wyaj3EcwPphQ/o.jpg,4,https://www.yelp.com/biz/courtyard-by-marriott-san-diego-downtown-san-diego-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1209,NULL,"Carte Hotel San Diego Downtown, Curio Collection by Hilton",https://s3-media1.fl.yelpcdn.com/bphoto/b8ll8mzdk0gLCZxCOVCMig/o.jpg,4,https://www.yelp.com/biz/carte-hotel-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1210,NULL,"Omni San Diego Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/hpmvMOVFg5E9sxkGH2afaw/o.jpg,4,https://www.yelp.com/biz/omni-san-diego-hotel-san-diego-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1211,NULL,"Pendry San Diego",https://s3-media1.fl.yelpcdn.com/bphoto/xXBB8lcNRsHpwCkSolBivw/o.jpg,5,https://www.yelp.com/biz/pendry-san-diego-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1212,NULL,"Coronado Island Marriott Resort & Spa",https://s3-media2.fl.yelpcdn.com/bphoto/Ws5YwuhcQmMUke9mxPj7Fw/o.jpg,4,https://www.yelp.com/biz/coronado-island-marriott-resort-and-spa-coronado-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1213,NULL,"Hilton San Diego Bayfront",https://s3-media4.fl.yelpcdn.com/bphoto/YJGFQ_G0qCe71fGBZkFMFA/o.jpg,4,https://www.yelp.com/biz/hilton-san-diego-bayfront-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1214,NULL,"Courtyard by Marriott San Diego Gaslamp/Convention Center",https://s3-media3.fl.yelpcdn.com/bphoto/BXuPwLJQlbn-cJy8NJBQIQ/o.jpg,4,https://www.yelp.com/biz/courtyard-by-marriott-san-diego-gaslamp-convention-center-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1215,NULL,"Manchester Grand Hyatt San Diego",https://s3-media3.fl.yelpcdn.com/bphoto/lhL0QJqwC766LJz-SdO1dA/o.jpg,4,https://www.yelp.com/biz/manchester-grand-hyatt-san-diego-san-diego-3?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1216,NULL,"THE US GRANT, a Luxury Collection Hotel, San Diego",https://s3-media2.fl.yelpcdn.com/bphoto/gel8JarpG6NPXDkB7qpYqg/o.jpg,4,https://www.yelp.com/biz/the-us-grant-a-luxury-collection-hotel-san-diego-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1217,NULL,"SpringHill Suites by Marriott San Diego Downtown/Bayfront",https://s3-media2.fl.yelpcdn.com/bphoto/6Yrr-qJjfk39MWEySFJ4og/o.jpg,4,https://www.yelp.com/biz/springhill-suites-by-marriott-san-diego-downtown-bayfront-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1218,NULL,"Mudville Flats",https://s3-media2.fl.yelpcdn.com/bphoto/3h5VqIu7rokVyjG4lqvBtw/o.jpg,5,https://www.yelp.com/biz/mudville-flats-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1219,NULL,"Kimpton Hotel Palomar San Diego",https://s3-media1.fl.yelpcdn.com/bphoto/QllhrLTsQx-5GjlGqlsEPA/o.jpg,4,https://www.yelp.com/biz/kimpton-hotel-palomar-san-diego-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1220,NULL,"The Guild Hotel, San Diego, a Tribute Portfolio Hotel",https://s3-media3.fl.yelpcdn.com/bphoto/Ft8c4rQX7NDZ1bnvKuWQJg/o.jpg,4,https://www.yelp.com/biz/the-guild-hotel-san-diego-a-tribute-portfolio-hotel-san-diego?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1221,NULL,"The Westin San Diego",https://s3-media2.fl.yelpcdn.com/bphoto/_y2IVKYLOZb4OQig4MMn2A/o.jpg,4,https://www.yelp.com/biz/the-westin-san-diego-san-diego-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Asti,"2020-12-17 04:50:05","2020-12-17 04:50:05"
1222,NULL,"Hotel DE La Ville",,5,https://www.yelp.com/biz/hotel-de-la-ville-cinisello-balsamo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel","Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1223,NULL,"De la Ville",https://s3-media2.fl.yelpcdn.com/bphoto/miBK_glm30wtCyG_rK5W0g/o.jpg,5,https://www.yelp.com/biz/de-la-ville-monza-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1224,NULL,"Cosmo Hotel Palace",https://s3-media3.fl.yelpcdn.com/bphoto/Ko4GIa8k30OYBzowLk8PTw/o.jpg,4,https://www.yelp.com/biz/cosmo-hotel-palace-cinisello-balsamo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1225,NULL,"B&B Hotel Milano - Monza",https://s3-media2.fl.yelpcdn.com/bphoto/dSt4exs6HIcms6CsXR_6MA/o.jpg,5,https://www.yelp.com/biz/b-e-b-hotel-milano-monza-monza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1226,NULL,"Starhotels Tourist",https://s3-media1.fl.yelpcdn.com/bphoto/8fotIHHQNW5d-aT5urbXQQ/o.jpg,4,https://www.yelp.com/biz/starhotels-tourist-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1227,NULL,"Studios Hotel",https://s3-media2.fl.yelpcdn.com/bphoto/VIqB1nhlXV54SwGTSOBYUQ/o.jpg,4,https://www.yelp.com/biz/studios-hotel-cologno-monzese?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1228,NULL,"Hilton Garden Inn Milan North",https://s3-media2.fl.yelpcdn.com/bphoto/Pvdpr9bVPtqVp8yGkrhxqg/o.jpg,4,https://www.yelp.com/biz/hilton-garden-inn-milan-north-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
1229,NULL,"Bio City",https://s3-media2.fl.yelpcdn.com/bphoto/6rT4EvgZMsffsVV8m6DUcA/o.jpg,5,https://www.yelp.com/biz/bio-city-milano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,"Cinisello Balsamo","2020-12-17 04:50:06","2020-12-17 04:50:06"
